gene	sample_1	sample_2	status	value_1	value_2	significant
AT4G32580	WT	hy5	NOTEST	0	0	no
AT4G32590	WT	hy5	OK	34.3585	26.3211	no
AT4G32600	WT	hy5	NOTEST	6.398	4.59923	no
AT4G32605	WT	hy5	NOTEST	3.65482	3.28083	no
AT4G32610	WT	hy5	NOTEST	2.77318	9.83995	no
AT4G32620	WT	hy5	NOTEST	0.496445	1.35603	no
AT4G32630	WT	hy5	NOTEST	0	0	no
AT4G32640	WT	hy5	NOTEST	2.94136	2.77236	no
AT4G32650	WT	hy5	NOTEST	2.13155	4.4997	no
AT4G32660	WT	hy5	NOTEST	0.770596	5.04772	no
AT4G32670	WT	hy5	NOTEST	0.562561	1.52357	no
AT4G32680	WT	hy5	NOTEST	10.3076	3.06079	no
AT4G32690	WT	hy5	NOTEST	4.81973	10.6944	no
AT4G32700	WT	hy5	NOTEST	0	0.313842	no
AT4G32710	WT	hy5	NOTEST	0	1.65842	no
AT4G32714	WT	hy5	NOTEST	0	0	no
AT4G32717	WT	hy5	NOTEST	0	0	no
AT4G32720	WT	hy5	NOTEST	9.71999	8.95734	no
AT4G32730	WT	hy5	NOTEST	0.303345	2.17767	no
AT4G32750	WT	hy5	NOTEST	4.0817	2.08974	no
AT4G32760	WT	hy5	NOTEST	6.74341	7.81634	no
AT4G32765	WT	hy5	NOTEST	0	0	no
AT4G32770	WT	hy5	NOTEST	9.18036	6.07894	no
AT4G32780	WT	hy5	NOTEST	0	3.76087	no
AT4G32785	WT	hy5	NOTEST	0	0	no
AT4G32790	WT	hy5	NOTEST	0.300662	0	no
AT4G32800	WT	hy5	NOTEST	0.416933	0	no
AT4G32810	WT	hy5	NOTEST	0.507807	0	no
AT4G32820	WT	hy5	NOTEST	0.260439	0.697156	no
AT4G32830	WT	hy5	NOTEST	1.92069	1.635	no
AT4G32840	WT	hy5	NOTEST	1.97503	1.76256	no
AT4G32850	WT	hy5	NOTEST	6.38885	8.3523	no
AT4G32860	WT	hy5	NOTEST	4.41528	1.96871	no
AT4G32870	WT	hy5	NOTEST	3.04256	2.24945	no
AT4G32880	WT	hy5	NOTEST	2.03754	2.72082	no
AT4G32890	WT	hy5	NOTEST	2.0106	1.07608	no
AT4G32900	WT	hy5	NOTEST	5.30333	3.14928	no
AT4G32910	WT	hy5	NOTEST	2.3196	2.40615	no
AT4G32915	WT	hy5	OK	15.9633	11.1878	no
AT4G32920	WT	hy5	NOTEST	2.40802	3.55899	no
AT4G32924	WT	hy5	NOTEST	0	0	no
AT4G32930	WT	hy5	OK	31.3253	12.3601	no
AT4G32940	WT	hy5	OK	8.00945	10.9584	no
AT4G32950	WT	hy5	NOTEST	0	0	no
AT4G32960	WT	hy5	NOTEST	1.70185	4.2353	no
AT4G32970	WT	hy5	NOTEST	0.239038	0.851644	no
AT4G32980	WT	hy5	NOTEST	1.83171	5.44307	no
AT4G32990	WT	hy5	NOTEST	0	0	no
AT4G33000	WT	hy5	OK	11.8754	13.5458	no
AT4G33010	WT	hy5	OK	86.2513	123.752	yes
AT4G33020	WT	hy5	NOTEST	0.609621	0	no
AT4G33030	WT	hy5	OK	23.9267	13.4778	yes
AT4G33040	WT	hy5	NOTEST	1.46777	4.72783	no
AT4G33050	WT	hy5	NOTEST	1.08358	2.27337	no
AT4G33060	WT	hy5	NOTEST	0	5.6018	no
AT4G33070	WT	hy5	NOTEST	4.27632	0	no
AT4G33080	WT	hy5	OK	3.76743	12.3465	yes
AT4G33090	WT	hy5	NOTEST	10.6585	11.8247	no
AT4G33100	WT	hy5	NOTEST	0	0	no
AT4G33110	WT	hy5	NOTEST	5.66859	10.2218	no
AT4G33120	WT	hy5	NOTEST	0.952854	3.79547	no
AT4G33130	WT	hy5	NOTEST	0	1.56857	no
AT4G33140	WT	hy5	NOTEST	3.6442	5.88187	no
AT4G33145	WT	hy5	NOTEST	0	0	no
AT4G33150	WT	hy5	NOTEST	1.32555	4.94876	no
AT4G33160	WT	hy5	NOTEST	0.972329	1.48095	no
AT4G33170	WT	hy5	NOTEST	0.353472	0.666741	no
AT4G33180	WT	hy5	NOTEST	1.52791	1.28363	no
AT4G33200	WT	hy5	NOTEST	0.387533	0.0511923	no
AT4G33210	WT	hy5	NOTEST	1.96426	2.98165	no
AT4G33220	WT	hy5	OK	14.7888	7.43061	yes
AT4G33230	WT	hy5	NOTEST	0	0	no
AT4G33240	WT	hy5	NOTEST	0.971466	2.35481	no
AT4G33250	WT	hy5	OK	32.5937	26.0622	no
AT4G33260	WT	hy5	NOTEST	0	0.644662	no
AT4G33270	WT	hy5	NOTEST	0.627056	4.56064	no
AT4G33280	WT	hy5	NOTEST	0	0	no
AT4G33300	WT	hy5	NOTEST	3.15017	4.52424	no
AT4G33320	WT	hy5	NOTEST	0	0	no
AT4G33330	WT	hy5	NOTEST	0	0	no
AT4G33350	WT	hy5	OK	9.89971	11.3957	no
AT4G33355	WT	hy5	NOTEST	2.39569	0	no
AT4G33360	WT	hy5	NOTEST	7.33474	7.14684	no
AT4G33370	WT	hy5	NOTEST	0	0	no
AT4G33380	WT	hy5	OK	19.8526	13.8808	no
AT4G33390	WT	hy5	NOTEST	0	0	no
AT4G33400	WT	hy5	NOTEST	3.74951	2.58416	no
AT4G33410	WT	hy5	NOTEST	4.07889	3.52841	no
AT4G33420	WT	hy5	NOTEST	2.67757	5.15463	no
AT4G33430	WT	hy5	NOTEST	8.70883	4.618	no
AT4G33440	WT	hy5	NOTEST	0.343122	1.05327	no
AT4G33450	WT	hy5	NOTEST	0.694357	0	no
AT4G33460	WT	hy5	NOTEST	4.29671	3.21748	no
AT4G33465	WT	hy5	NOTEST	0	0	no
AT4G33467	WT	hy5	NOTEST	1.15548	3.54673	no
AT4G33470	WT	hy5	NOTEST	1.8641	6.49226	no
AT4G33480	WT	hy5	LOWDATA	6.36142	5.97517	no
AT4G33490	WT	hy5	NOTEST	1.91049	5.10025	no
AT4G33495	WT	hy5	LOWDATA	1.55376	2.21162	no
AT4G33500	WT	hy5	NOTEST	0.643757	2.50575	no
AT4G33510	WT	hy5	OK	22.5251	27.5165	no
AT4G33520	WT	hy5	OK	23.9218	22.0855	no
AT4G33530	WT	hy5	NOTEST	7.24627	6.90267	no
AT4G33540	WT	hy5	OK	3.19125	23.1454	yes
AT4G33550	WT	hy5	OK	10.4958	0	yes
AT4G33560	WT	hy5	OK	42.4462	7.27599	no
AT4G33565	WT	hy5	NOTEST	4.76635	2.00585	no
AT4G33580	WT	hy5	OK	19.8318	18.1603	no
AT4G33585	WT	hy5	NOTEST	0	0	no
AT4G33590	WT	hy5	NOTEST	0	0.405978	no
AT4G33600	WT	hy5	NOTEST	0	0	no
AT4G33610	WT	hy5	OK	26.4164	20.8903	no
AT4G33620	WT	hy5	NOTEST	0.288269	0.500261	no
AT4G33625	WT	hy5	OK	16.4324	11.297	no
AT4G33630	WT	hy5	NOTEST	0.015268	0.048984	no
AT4G33640	WT	hy5	OK	46.5299	31.0551	no
AT4G33650	WT	hy5	NOTEST	1.38534	3.35868	no
AT4G33660	WT	hy5	NOTEST	8.26328	1.57595	no
AT4G33666	WT	hy5	OK	60.5062	29.9145	no
AT4G33670	WT	hy5	OK	16.1265	12.5229	no
AT4G33680	WT	hy5	OK	8.1554	18.1258	yes
AT4G33690	WT	hy5	NOTEST	0.770057	2.49331	no
AT4G33700	WT	hy5	NOTEST	3.88439	10.989	no
AT4G33710	WT	hy5	NOTEST	0	0	no
AT4G33720	WT	hy5	NOTEST	1.00797	3.03398	no
AT4G33730	WT	hy5	NOTEST	7.01445	3.96181	no
AT4G33740	WT	hy5	NOTEST	2.10717	7.44564	no
AT4G33760	WT	hy5	NOTEST	2.32619	3.97576	no
AT4G33770	WT	hy5	NOTEST	0.898274	1.76348	no
AT4G33780	WT	hy5	NOTEST	8.38524	9.86357	no
AT4G33790	WT	hy5	NOTEST	0.698207	0	no
AT4G33800	WT	hy5	NOTEST	0	0	no
AT4G33810	WT	hy5	NOTEST	0	0	no
AT4G33820	WT	hy5	NOTEST	0	0	no
AT4G33830	WT	hy5	NOTEST	0	0	no
AT4G33840	WT	hy5	NOTEST	0	0	no
AT4G33850	WT	hy5	NOTEST	0	0	no
AT4G33860	WT	hy5	NOTEST	0	0	no
AT4G33865	WT	hy5	OK	1223.87	386.85	yes
AT4G33870	WT	hy5	NOTEST	0	0	no
AT4G33880	WT	hy5	NOTEST	0	0	no
AT4G33890	WT	hy5	NOTEST	2.54916	3.60689	no
AT4G33900	WT	hy5	NOTEST	0	0	no
AT4G33905	WT	hy5	NOTEST	0	0	no
AT4G33910	WT	hy5	NOTEST	0.576246	0	no
AT4G33920	WT	hy5	NOTEST	1.31299	1.62699	no
AT4G33925	WT	hy5	NOTEST	1.22908	1.56213	no
AT4G33930	WT	hy5	NOTEST	0	0	no
AT4G33940	WT	hy5	NOTEST	7.31626	9.57492	no
AT4G33945	WT	hy5	NOTEST	3.53906	4.25661	no
AT4G33950	WT	hy5	NOTEST	2.95544	2.61526	no
AT4G33960	WT	hy5	OK	65.7317	35.4441	no
AT4G33970	WT	hy5	NOTEST	0	0.768079	no
AT4G33980	WT	hy5	NOTEST	2.33313	5.90633	no
AT4G33985	WT	hy5	NOTEST	0.941494	1.06006	no
AT4G33990	WT	hy5	NOTEST	0.671617	0	no
AT4G34000	WT	hy5	NOTEST	3.01309	7.86509	no
AT4G34020	WT	hy5	NOTEST	2.80724	4.30448	no
AT4G34030	WT	hy5	NOTEST	3.85094	4.6242	no
AT4G34035	WT	hy5	NOTEST	0	0	no
AT4G34040	WT	hy5	NOTEST	2.37487	4.68722	no
AT4G34050	WT	hy5	OK	54.6373	54.6162	no
AT4G34060	WT	hy5	NOTEST	0	0	no
AT4G34065	WT	hy5	NOTEST	0	0	no
AT4G34070	WT	hy5	NOTEST	1.33853	4.38209	no
AT4G34071	WT	hy5	NOTEST	0	0	no
AT4G34080	WT	hy5	NOTEST	0	0	no
AT4G34090	WT	hy5	OK	8.17247	7.01348	no
AT4G34100	WT	hy5	NOTEST	7.12982	9.80525	no
AT4G34103	WT	hy5	NOTEST	0	0	no
AT4G34110	WT	hy5	OK	42.1611	36.5073	no
AT4G34120	WT	hy5	OK	17.8601	13.9794	no
AT4G34131	WT	hy5	NOTEST	2.3599	7.70065	no
AT4G34135	WT	hy5	OK	4.50531	13.8185	yes
AT4G34138	WT	hy5	OK	10.7863	6.98243	no
AT4G34140	WT	hy5	NOTEST	0.74831	1.72196	no
AT4G34150	WT	hy5	OK	17.8157	13.8292	no
AT4G34160	WT	hy5	NOTEST	6.39369	8.41086	no
AT4G34170	WT	hy5	NOTEST	0	0	no
AT4G34180	WT	hy5	OK	31.4895	39.4673	no
AT4G34190	WT	hy5	OK	185	106.3	yes
AT4G34200	WT	hy5	OK	30.6147	14.192	yes
AT4G34210	WT	hy5	NOTEST	0	0	no
AT4G34215	WT	hy5	OK	22.8145	3.92035	yes
AT4G34220	WT	hy5	NOTEST	4.20464	5.97406	no
AT4G34230	WT	hy5	NOTEST	9.48027	5.72829	no
AT4G34240	WT	hy5	NOTEST	3.35396	8.64325	no
AT4G34250	WT	hy5	NOTEST	3.80981	3.51318	no
AT4G34260	WT	hy5	NOTEST	4.14975	5.14818	no
AT4G34265	WT	hy5	OK	18.0373	18.8093	no
AT4G34270	WT	hy5	NOTEST	7.04586	7.34728	no
AT4G34272	WT	hy5	NOTEST	0	0	no
AT4G34280	WT	hy5	LOWDATA	0	0.00863111	no
AT4G34290	WT	hy5	LOWDATA	19.5912	27.2517	no
AT4G34300	WT	hy5	NOTEST	0	0	no
AT4G34310	WT	hy5	NOTEST	0.655169	1.59891	no
AT4G34320	WT	hy5	NOTEST	0.423653	0	no
AT4G34330	WT	hy5	NOTEST	0	0	no
AT4G34332	WT	hy5	NOTEST	0	0	no
AT4G34340	WT	hy5	NOTEST	0.860521	1.11404	no
AT4G34350	WT	hy5	OK	34.4646	47.6278	no
AT4G34360	WT	hy5	NOTEST	1.49088	0	no
AT4G34370	WT	hy5	NOTEST	2.22292	1.96205	no
AT4G34380	WT	hy5	NOTEST	0	0	no
AT4G34390	WT	hy5	NOTEST	0.472528	3.22489	no
AT4G34400	WT	hy5	NOTEST	0	0	no
AT4G34410	WT	hy5	NOTEST	0	1.10047	no
AT4G34412	WT	hy5	OK	10.1445	6.66517	no
AT4G34415	WT	hy5	NOTEST	0	0	no
AT4G34419	WT	hy5	NOTEST	0	1.06637	no
AT4G34420	WT	hy5	NOTEST	0	0	no
AT4G34430	WT	hy5	NOTEST	0.446114	1.61192	no
AT4G34440	WT	hy5	NOTEST	0	0	no
AT4G34450	WT	hy5	OK	14.1391	14.6428	no
AT4G34460	WT	hy5	NOTEST	4.7801	7.13227	no
AT4G34470	WT	hy5	NOTEST	0	0	no
AT4G34480	WT	hy5	NOTEST	9.71966	7.74343	no
AT4G34490	WT	hy5	NOTEST	9.10369	4.8729	no
AT4G34500	WT	hy5	NOTEST	0.356912	3.19858	no
AT4G34510	WT	hy5	NOTEST	0	0	no
AT4G34520	WT	hy5	NOTEST	0	0	no
AT4G34530	WT	hy5	LOWDATA	2.67594	6.89669	no
AT4G34540	WT	hy5	NOTEST	0.717704	1.36609	no
AT4G34550	WT	hy5	NOTEST	0	0	no
AT4G34555	WT	hy5	NOTEST	12.5371	14.5766	no
AT4G34560	WT	hy5	NOTEST	0.651919	6.55469	no
AT4G34570	WT	hy5	NOTEST	0.852224	0.612913	no
AT4G34580	WT	hy5	NOTEST	2.42599	0.637771	no
AT4G34588	WT	hy5	NOTEST	8.36027	7.96963	no
AT4G34600	WT	hy5	NOTEST	12.6642	2.91559	no
AT4G34610	WT	hy5	NOTEST	2.12576	5.06842	no
AT4G34620	WT	hy5	OK	741.226	314.335	yes
AT4G34630	WT	hy5	OK	23.7029	25.3028	no
AT4G34640	WT	hy5	NOTEST	8.34204	9.99993	no
AT4G34650	WT	hy5	NOTEST	1.03182	0	no
AT4G34660	WT	hy5	NOTEST	1.71544	4.56986	no
AT4G34670	WT	hy5	OK	104.075	60.0115	yes
AT4G34680	WT	hy5	NOTEST	0	0	no
AT4G34690	WT	hy5	NOTEST	0	0	no
AT4G34695	WT	hy5	NOTEST	0	0	no
AT4G34700	WT	hy5	OK	65.9004	73.8443	no
AT4G34710	WT	hy5	OK	103.049	36.0581	yes
AT4G34720	WT	hy5	OK	196.062	89.6158	yes
AT4G34730	WT	hy5	OK	15.4282	14.0644	no
AT4G34740	WT	hy5	OK	22.6159	11.9938	yes
AT4G34750	WT	hy5	OK	10.2104	2.52308	no
AT4G34760	WT	hy5	OK	41.3473	16.5817	no
AT4G34770	WT	hy5	NOTEST	5.72501	3.77229	no
AT4G34780	WT	hy5	NOTEST	0	0	no
AT4G34790	WT	hy5	NOTEST	1.17069	5.37355	no
AT4G34800	WT	hy5	NOTEST	0	0	no
AT4G34810	WT	hy5	NOTEST	0	0	no
AT4G34830	WT	hy5	NOTEST	4.64672	6.98441	no
AT4G34840	WT	hy5	NOTEST	0	1.33557	no
AT4G34850	WT	hy5	NOTEST	0	0	no
AT4G34860	WT	hy5	NOTEST	0.857775	2.1622	no
AT4G34870	WT	hy5	OK	242.402	150.211	yes
AT4G34880	WT	hy5	NOTEST	0	0.556419	no
AT4G34881	WT	hy5	OK	134.475	35.6925	yes
AT4G34890	WT	hy5	NOTEST	2.38201	4.67399	no
AT4G34900	WT	hy5	NOTEST	0.435144	1.2907	no
AT4G34910	WT	hy5	NOTEST	1.07717	1.55281	no
AT4G34920	WT	hy5	OK	14.6978	11.7093	no
AT4G34930	WT	hy5	NOTEST	0.305296	0.398751	no
AT4G34940	WT	hy5	NOTEST	0	0	no
AT4G34950	WT	hy5	OK	22.7484	15.32	no
AT4G34960	WT	hy5	NOTEST	3.1796	4.95181	no
AT4G34970	WT	hy5	NOTEST	3.56613	3.10094	no
AT4G34975	WT	hy5	NOTEST	0	0	no
AT4G34980	WT	hy5	OK	25.4507	9.77948	yes
AT4G34990	WT	hy5	NOTEST	1.29355	0	no
AT4G35000	WT	hy5	OK	17.0068	29.5214	yes
AT4G35010	WT	hy5	NOTEST	0	0.445022	no
AT4G35020	WT	hy5	NOTEST	2.9673	7.04702	no
AT4G35025	WT	hy5	NOTEST	0	0	no
AT4G35030	WT	hy5	NOTEST	0	0.664795	no
AT4G35040	WT	hy5	NOTEST	6.68987	3.84554	no
AT4G35050	WT	hy5	NOTEST	2.31922	0.809678	no
AT4G35060	WT	hy5	NOTEST	4.60204	2.93263	no
AT4G35070	WT	hy5	NOTEST	2.18304	2.34304	no
AT4G35080	WT	hy5	NOTEST	8.86263	2.1875	no
AT4G35090	WT	hy5	OK	229.147	185.542	yes
AT4G35100	WT	hy5	OK	312.592	161.321	yes
AT4G35110	WT	hy5	NOTEST	2.1759	2.02654	no
AT4G35120	WT	hy5	NOTEST	0	0	no
AT4G35130	WT	hy5	NOTEST	0.215827	0.243007	no
AT4G35140	WT	hy5	NOTEST	1.14623	1.30835	no
AT4G35150	WT	hy5	NOTEST	0	0	no
AT4G35160	WT	hy5	NOTEST	4.70736	3.29982	no
AT4G35165	WT	hy5	NOTEST	0	0	no
AT4G35170	WT	hy5	NOTEST	0	0	no
AT4G35180	WT	hy5	NOTEST	0	0	no
AT4G35190	WT	hy5	NOTEST	0	0	no
AT4G35200	WT	hy5	NOTEST	0	0	no
AT4G35210	WT	hy5	NOTEST	0	0.933849	no
AT4G35220	WT	hy5	NOTEST	6.12125	5.74193	no
AT4G35230	WT	hy5	OK	11.9353	22.9287	yes
AT4G35240	WT	hy5	NOTEST	2.0681	1.98675	no
AT4G35250	WT	hy5	OK	25.6663	24.024	no
AT4G35260	WT	hy5	OK	11.2019	9.40769	no
AT4G35263	WT	hy5	NOTEST	0	0	no
AT4G35270	WT	hy5	NOTEST	0.912084	1.61391	no
AT4G35280	WT	hy5	NOTEST	0	0	no
AT4G35290	WT	hy5	NOTEST	0.368098	0.486702	no
AT4G35295	WT	hy5	NOTEST	0	0	no
AT4G35300	WT	hy5	NOTEST	6.97563	5.73084	no
AT4G35310	WT	hy5	NOTEST	11.212	13.1539	no
AT4G35320	WT	hy5	NOTEST	13.2568	7.62824	no
AT4G35335	WT	hy5	NOTEST	1.39086	4.2586	no
AT4G35350	WT	hy5	OK	15.1618	3.40518	yes
AT4G35360	WT	hy5	NOTEST	7.77996	6.28062	no
AT4G35370	WT	hy5	NOTEST	0	0	no
AT4G35380	WT	hy5	NOTEST	0.216551	0.866933	no
AT4G35390	WT	hy5	NOTEST	1.58965	0	no
AT4G35400	WT	hy5	NOTEST	0	0	no
AT4G35410	WT	hy5	NOTEST	6.58117	5.42805	no
AT4G35420	WT	hy5	NOTEST	0.505699	1.13877	no
AT4G35430	WT	hy5	LOWDATA	0	2.73155	no
AT4G35440	WT	hy5	NOTEST	1.40831	3.08344	no
AT4G35450	WT	hy5	OK	52.6706	44.1716	no
AT4G35460	WT	hy5	NOTEST	7.9319	4.09943	no
AT4G35470	WT	hy5	NOTEST	1.55021	3.10983	no
AT4G35480	WT	hy5	NOTEST	1.48965	1.50194	no
AT4G35490	WT	hy5	OK	28.5081	15.3621	no
AT4G35500	WT	hy5	NOTEST	0.720728	2.42241	no
AT4G35510	WT	hy5	NOTEST	6.12793	1.57359	no
AT4G35519	WT	hy5	NOTEST	0	0	no
AT4G35520	WT	hy5	NOTEST	0.108629	0	no
AT4G35530	WT	hy5	NOTEST	1.20538	0.566983	no
AT4G35540	WT	hy5	NOTEST	0.696576	1.53099	no
AT4G35550	WT	hy5	NOTEST	2.82635	3.22586	no
AT4G35560	WT	hy5	NOTEST	0.420422	0.524864	no
AT4G35570	WT	hy5	LOWDATA	9.69697	11.4108	no
AT4G35580	WT	hy5	LOWDATA	2.39989	4.6532	no
AT4G35589	WT	hy5	NOTEST	0	0	no
AT4G35590	WT	hy5	NOTEST	0	0	no
AT4G35600	WT	hy5	NOTEST	4.09544	3.75562	no
AT4G35610	WT	hy5	NOTEST	0	0	no
AT4G35620	WT	hy5	NOTEST	0	0	no
AT4G35630	WT	hy5	OK	15.8635	16.0197	no
AT4G35640	WT	hy5	NOTEST	1.8418	2.106	no
AT4G35650	WT	hy5	NOTEST	0	0	no
AT4G35655	WT	hy5	NOTEST	0	0	no
AT4G35660	WT	hy5	NOTEST	0	0	no
AT4G35670	WT	hy5	NOTEST	0	0	no
AT4G35680	WT	hy5	NOTEST	0	0	no
AT4G35690	WT	hy5	NOTEST	0	0	no
AT4G35700	WT	hy5	NOTEST	0	0	no
AT4G35710	WT	hy5	NOTEST	0	0	no
AT4G35720	WT	hy5	NOTEST	2.54235	1.37119	no
AT4G35725	WT	hy5	NOTEST	0	0	no
AT4G35730	WT	hy5	NOTEST	0.674568	1.87848	no
AT4G35731	WT	hy5	NOTEST	0	0	no
AT4G35733	WT	hy5	NOTEST	0	0	no
AT4G35740	WT	hy5	NOTEST	0	0.61692	no
AT4G35750	WT	hy5	OK	56.4298	32.6014	yes
AT4G35760	WT	hy5	OK	11.3131	28.096	yes
AT4G35770	WT	hy5	OK	13.8488	16.365	no
AT4G35780	WT	hy5	NOTEST	2.47575	5.494	no
AT4G35783	WT	hy5	NOTEST	0	5.18724	no
AT4G35785	WT	hy5	NOTEST	2.84103	7.51334	no
AT4G35790	WT	hy5	NOTEST	6.65513	10.5448	no
AT4G35800	WT	hy5	NOTEST	2.45699	7.15841	no
AT4G35810	WT	hy5	NOTEST	0.712477	2.51746	no
AT4G35820	WT	hy5	NOTEST	0	0	no
AT4G35830	WT	hy5	OK	40.572	34.1099	no
AT4G35837	WT	hy5	NOTEST	0	0	no
AT4G35840	WT	hy5	NOTEST	3.24766	3.48221	no
AT4G35850	WT	hy5	NOTEST	2.94077	7.65558	no
AT4G35860	WT	hy5	NOTEST	6.52819	9.09972	no
AT4G35870	WT	hy5	NOTEST	2.497	1.42657	no
AT4G35880	WT	hy5	NOTEST	1.32034	1.46608	no
AT4G35890	WT	hy5	NOTEST	11.0366	8.68354	no
AT4G35900	WT	hy5	NOTEST	0.418395	1.57933	no
AT4G35905	WT	hy5	NOTEST	8.0247	11.4093	no
AT4G35910	WT	hy5	NOTEST	2.28752	0	no
AT4G35920	WT	hy5	NOTEST	5.20768	5.90401	no
AT4G35930	WT	hy5	NOTEST	2.74723	0.970478	no
AT4G35940	WT	hy5	NOTEST	1.39792	2.12458	no
AT4G35950	WT	hy5	NOTEST	7.36949	8.67476	no
AT4G35970	WT	hy5	NOTEST	0	3.27662	no
AT4G35980	WT	hy5	NOTEST	6.99973	4.61448	no
AT4G35985	WT	hy5	NOTEST	0.417298	1.16905	no
AT4G35987	WT	hy5	NOTEST	2.99742	0.798065	no
AT4G36000	WT	hy5	NOTEST	0	0	no
AT4G36010	WT	hy5	NOTEST	0	0.495774	no
AT4G36020	WT	hy5	OK	28.6211	17.688	no
AT4G36030	WT	hy5	NOTEST	0.220207	0	no
AT4G36032	WT	hy5	NOTEST	2.22894	2.07969	no
AT4G36040	WT	hy5	OK	105.465	63.8347	yes
AT4G36050	WT	hy5	NOTEST	0.699715	1.26789	no
AT4G36052	WT	hy5	NOTEST	0	0.603011	no
AT4G36060	WT	hy5	NOTEST	1.25291	0	no
AT4G36070	WT	hy5	NOTEST	0	0	no
AT4G36080	WT	hy5	NOTEST	0.140575	0.467043	no
AT4G36090	WT	hy5	NOTEST	1.04859	2.60532	no
AT4G36100	WT	hy5	NOTEST	0	0	no
AT4G36105	WT	hy5	NOTEST	0	0	no
AT4G36110	WT	hy5	NOTEST	3.03986	0	no
AT4G36120	WT	hy5	NOTEST	0	0.935394	no
AT4G36130	WT	hy5	OK	58.8121	45.0041	no
AT4G36140	WT	hy5	NOTEST	0.56148	0.318863	no
AT4G36150	WT	hy5	NOTEST	0.464555	1.07564	no
AT4G36160	WT	hy5	NOTEST	0	0	no
AT4G36170	WT	hy5	NOTEST	0	0	no
AT4G36180	WT	hy5	NOTEST	0.919658	2.93811	no
AT4G36190	WT	hy5	LOWDATA	0.598052	6.23629	no
AT4G36195	WT	hy5	NOTEST	7.80114	11.3154	no
AT4G36197	WT	hy5	NOTEST	0	0	no
AT4G36210	WT	hy5	NOTEST	3.66512	8.5549	no
AT4G36220	WT	hy5	OK	26.0661	19.2812	no
AT4G36230	WT	hy5	NOTEST	3.15092	2.23535	no
AT4G36240	WT	hy5	NOTEST	3.77876	0	no
AT4G36245	WT	hy5	NOTEST	0	0	no
AT4G36250	WT	hy5	OK	20.4204	27.3993	no
AT4G36260	WT	hy5	NOTEST	1.11499	0.465779	no
AT4G36268	WT	hy5	NOTEST	0	0	no
AT4G36270	WT	hy5	NOTEST	0	0.274249	no
AT4G36280	WT	hy5	NOTEST	0.283458	0	no
AT4G36290	WT	hy5	NOTEST	0.841679	2.72193	no
AT4G36350	WT	hy5	NOTEST	0	0	no
AT4G36360	WT	hy5	NOTEST	9.02143	7.41189	no
AT4G36370	WT	hy5	NOTEST	0	0	no
AT4G36380	WT	hy5	NOTEST	0.494209	3.70388	no
AT4G36390	WT	hy5	NOTEST	6.33556	10.5238	no
AT4G36400	WT	hy5	NOTEST	1.08239	3.19413	no
AT4G36410	WT	hy5	NOTEST	0	4.26599	no
AT4G36420	WT	hy5	OK	18.7856	16.5906	no
AT4G36430	WT	hy5	NOTEST	1.68122	0	no
AT4G36440	WT	hy5	NOTEST	6.99297	9.05541	no
AT4G36450	WT	hy5	NOTEST	0	0	no
AT4G36460	WT	hy5	NOTEST	0	0	no
AT4G36470	WT	hy5	NOTEST	0.446572	0.852301	no
AT4G36480	WT	hy5	NOTEST	4.76075	4.91082	no
AT4G36490	WT	hy5	NOTEST	0	0	no
AT4G36500	WT	hy5	OK	39.1086	12.0917	yes
AT4G36510	WT	hy5	NOTEST	0	0	no
AT4G36515	WT	hy5	NOTEST	11.1352	4.64601	no
AT4G36520	WT	hy5	NOTEST	0.307619	1.0201	no
AT4G36530	WT	hy5	NOTEST	8.21181	5.43516	no
AT4G36540	WT	hy5	OK	6.51306	15.2126	no
AT4G36550	WT	hy5	NOTEST	0.659139	0.384481	no
AT4G36560	WT	hy5	NOTEST	0	0	no
AT4G36570	WT	hy5	NOTEST	9.68555	0	no
AT4G36580	WT	hy5	NOTEST	0.523756	0	no
AT4G36590	WT	hy5	NOTEST	0	0	no
AT4G36600	WT	hy5	NOTEST	0	0	no
AT4G36610	WT	hy5	NOTEST	2.38664	2.11	no
AT4G36620	WT	hy5	NOTEST	0	0	no
AT4G36630	WT	hy5	NOTEST	0.488292	1.95275	no
AT4G36635	WT	hy5	NOTEST	0	0	no
AT4G36640	WT	hy5	NOTEST	2.30482	4.67881	no
AT4G36648	WT	hy5	NOTEST	4.39807	11.8319	no
AT4G36650	WT	hy5	NOTEST	1.79891	1.21145	no
AT4G36660	WT	hy5	NOTEST	8.32518	7.01256	no
AT4G36670	WT	hy5	NOTEST	7.70908	13.2039	no
AT4G36680	WT	hy5	NOTEST	4.66317	0.386425	no
AT4G36690	WT	hy5	OK	8.27602	16.6402	yes
AT4G36700	WT	hy5	NOTEST	0	0	no
AT4G36710	WT	hy5	NOTEST	1.90091	2.73331	no
AT4G36720	WT	hy5	NOTEST	5.64695	4.51674	no
AT4G36730	WT	hy5	NOTEST	6.04458	8.28092	no
AT4G36740	WT	hy5	NOTEST	0	0	no
AT4G36750	WT	hy5	OK	24.6809	12.0883	yes
AT4G36760	WT	hy5	NOTEST	6.01263	5.77715	no
AT4G36770	WT	hy5	NOTEST	0	0	no
AT4G36780	WT	hy5	OK	9.88897	14.2037	no
AT4G36790	WT	hy5	NOTEST	2.509	0.656357	no
AT4G36791	WT	hy5	NOTEST	0	0	no
AT4G36800	WT	hy5	OK	26.4978	14.6595	yes
AT4G36808	WT	hy5	NOTEST	0	0	no
